Time,Weather_Config,Avg Speed,Avg Alignment,Density,Cohesion
1732527877.28434,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-6.469784010891832e-11,0.0,281.1587991973966
1732527877.318391,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.902877650262304e-11,0.0,281.1574824634658
1732527877.352454,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-5.596698971359717e-12,0.0,281.15619002132587
1732527877.386485,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.6460879327528572e-12,0.0,281.1549218699873
1732527877.4199219,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-4.841435096331929e-13,0.0,281.1536780084762
1732527877.452756,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.4239514989211567e-13,0.0,281.15245843583426
1732527877.485953,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-4.1880926438857525e-14,0.0,281.1512631511185
1732527877.519896,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.2317919540840454e-14,0.0,281.15009215340115
1732527877.5539699,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-3.6229175120118964e-15,0.0,281.1489454417699
1732527877.58817,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.0655639741211458e-15,0.0,281.1465396598515
1732527877.622286,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-3.134011688591604e-16,0.0,281.1417934406743
1732527877.655942,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-9.217681437034129e-17,0.0,281.13707150506593
1732527877.688677,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-2.7110827755982714e-17,0.0,281.13237385226995
1732527877.721781,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-7.973772869406683e-18,0.0,281.1277004815444
1732527877.754973,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-2.3452273145313772e-18,0.0,281.12305139216267
1732527877.7890549,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-6.897727395680523e-19,0.0,281.1184265834121
1732527877.822678,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-2.028743351670741e-19,0.0,281.11382605459465
1732527877.854919,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-5.966892210796295e-20,0.0,281.10924980502733
1732527877.889059,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.754968297293027e-20,0.0,281.10469783404136
1732527877.923288,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-5.161671462626548e-21,0.0,281.10017014098224
1732527877.9565172,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.518138665478396e-21,0.0,281.09566672520947
1732527877.990047,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-4.465113721995285e-22,0.0,281.0911875860973
1732527878.02417,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.3132687417633187e-22,0.0,281.0867327230341
1732527878.057439,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-3.862555122833289e-23,0.0,281.08230213542197
1732527878.0907068,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.1360456243627316e-23,0.0,281.07789582267696
1732527878.123737,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-3.341310659890386e-24,0.0,281.0735137842297
1732527878.157184,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-9.82738429379525e-25,0.0,281.0691560195245
1732527878.191474,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-2.8904071452338995e-25,0.0,281.064822528019
1732527878.2257469,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-8.501197485982051e-26,0.0,281.0605133091856
1732527878.258945,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-2.5003522017594257e-26,0.0,281.0562283625093
1732527878.293417,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-7.35397706399831e-27,0.0,281.05196768748965
1732527878.327106,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-2.1629344305877376e-27,0.0,281.04773128363945
1732527878.361282,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-6.361571854669816e-28,0.0,281.0435191504853
1732527878.3954968,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.8710505454911226e-28,0.0,281.0393312875672
1732527878.4288661,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-5.50308983967977e-29,0.0,281.0351676944386
1732527878.462987,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.618555835199931e-29,0.0,281.03102837066666
1732527878.497205,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-4.76045833882333e-30,0.0,281.02691331583156
1732527878.5314188,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.4001348055362734e-30,0.0,281.0228225295273
1732527878.565613,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-4.11804354569492e-31,0.0,281.01875601136067
1732527878.598788,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.2111892781455637e-31,0.0,281.01471376095213
1732527878.633019,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-3.562321406310482e-32,0.0,281.0106957779355
1732527878.667181,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.0477415900913186e-32,0.0,281.00670206195764
1732527878.701447,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-3.0815929120332883e-33,0.0,281.00273261267824
1732527878.735631,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-9.063508564803788e-34,0.0,280.99878742977097
1732527878.769118,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-2.6657378131775847e-34,0.0,280.99486651292193
1732527878.803408,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-7.840405332875249e-35,0.0,280.9909698618305
1732527878.837554,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-2.306001568492719e-35,0.0,280.98709747620956
1732527878.871105,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-6.782357554390349e-36,0.0,280.98324935578444
1732527878.904962,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.9948110454089264e-36,0.0,280.9794255002939
1732527878.939195,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-5.867091310026256e-37,0.0,280.9756259094897
1732527878.9725068,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.7256150911841912e-37,0.0,280.97185058313636
1732527879.006721,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-5.075338503482911e-38,0.0,280.9680995210118
1732527879.0402932,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.492746618671445e-38,0.0,280.96437272290655
1732527879.074562,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-4.390431231386604e-39,0.0,280.9606701886244
1732527879.108918,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.2913033033490013e-39,0.0,280.95699191798184
1732527879.1433878,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-3.79795089220294e-40,0.0,280.95333791080867
1732527879.177432,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.1170443800596886e-40,0.0,280.94970816694695
1732527879.21156,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-3.2854246472343765e-41,0.0,280.94610268625246
1732527879.2426639,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-9.6630136683364e-42,0.0,280.9425214685936
1732527879.279265,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-2.8420628436283528e-42,0.0,280.9379508608757
1732527879.3138602,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-8.359008363612805e-43,0.0,280.9311099565716
1732527879.3469608,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-2.458531871650825e-43,0.0,280.9242933151612
1732527879.381063,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-7.230976093090653e-44,0.0,280.91750093669873
1732527879.415334,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-2.1267576744384273e-44,0.0,280.9107328212516
1732527879.44993,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-6.255169630701254e-45,0.0,280.90398896889974
1732527879.482976,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.8397557737356632e-45,0.0,280.8972693797366
1732527879.516097,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-5.411046393340188e-46,0.0,280.89057405386836
1732527879.54956,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.5914842333353487e-46,0.0,280.8839029914141
1732527879.5840461,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-4.680835980398082e-47,0.0,280.8772561925064
1732527879.6166022,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.3767164648229648e-47,0.0,280.87063365729034
1732527879.649531,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-4.049166073008721e-48,0.0,280.86403538592435
1732527879.683708,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.1909311979437408e-48,0.0,280.85746137858007
1732527879.7151392,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-3.502738817481591e-49,0.0,280.8509116354421
1732527879.747891,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.030217299259291e-49,0.0,280.84438615670825
1732527879.78267,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-3.030050880174387e-50,0.0,280.8378849425894
1732527879.823919,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-8.911914353454072e-51,0.0,280.83140799331
1732527879.855705,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-2.621151280427669e-51,0.0,280.8249553091074
1732527879.888997,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-7.70926847184608e-52,0.0,280.8185268902323
1732527879.923178,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-2.2674319034841403e-52,0.0,280.81212273694877
1732527879.956662,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-6.668917363188647e-53,0.0,280.8057428495342
1732527879.9911869,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.9614462832907784e-53,0.0,280.7993872282796
1732527880.0250418,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-5.768959656737581e-54,0.0,280.79305587348915
1732527880.058429,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.6967528402169355e-54,0.0,280.7867487854806
1732527880.093235,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-4.990449530049812e-55,0.0,280.78046596458535
1732527880.127003,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.4677792735440615e-55,0.0,280.77420741114827
1732527880.1597068,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-4.316997863364886e-56,0.0,280.7679731255277
1732527880.192975,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.2697052539308492e-56,0.0,280.76176310809615
1732527880.2271638,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-3.734427217443673e-57,0.0,280.75557735923945
1732527880.261527,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.0983609463069618e-57,0.0,280.7494158793575
1732527880.294912,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-3.230473371491064e-58,0.0,280.7432786688637
1732527880.329598,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-9.501392269091357e-59,0.0,280.73716572818574
1732527880.362824,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-2.7945271379680483e-59,0.0,280.73107705776533
1732527880.3969889,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-8.219197464611904e-60,0.0,280.7250126580577
1732527880.431239,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-2.4174110190035007e-60,0.0,280.7189725295329
1732527880.465454,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-7.110032408833821e-61,0.0,280.71295667267447
1732527880.4999108,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-2.091186002598182e-61,0.0,280.7069650879807
1732527880.5331352,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-6.1505470664652425e-62,0.0,280.70099777596397
1732527880.5673962,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.8089844313133063e-62,0.0,280.69505473715117
1732527880.601773,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-5.320542445039136e-63,0.0,280.6891359720839
1732527880.634358,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.5648654250115103e-63,0.0,280.68324148131745
1732527880.668641,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-4.60254536768091e-64,0.0,280.6773712654225
1732527880.701806,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.3536898140237976e-64,0.0,280.6715253249845
1732527880.735244,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-3.981440629481758e-65,0.0,280.6657036606031
1732527880.768471,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.1710119498475756e-65,0.0,280.6599062728936
1732527880.802624,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-3.444152793669336e-66,0.0,280.65413316248515
1732527880.835825,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.0129861157850992e-66,0.0,280.648384330023
1732527880.8700428,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-2.979370928779703e-67,0.0,280.6426597761673
1732527880.904403,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-8.76285567288148e-68,0.0,280.636959501593
1732527880.9386082,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-2.5773104920239633e-68,0.0,280.6312835069908
1732527880.971893,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-7.580324976541069e-69,0.0,280.6256317930667
1732527881.006115,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-2.2295073460414915e-69,0.0,280.6200043605422
1732527881.040185,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-6.557374547180851e-70,0.0,280.61440121015426
1732527881.073666,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.928639572700249e-70,0.0,280.60882234265586
1732527881.106818,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-5.672469331471326e-71,0.0,280.6032677588157
1732527881.1401842,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.6683733327856833e-71,0.0,280.5977374594183
1732527881.1744058,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-4.906980390546129e-72,0.0,280.5922314452641
1732527881.208709,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.4432295266312138e-72,0.0,280.5867497171701
1732527881.2420921,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-4.2447927253859205e-73,0.0,280.58129227596925
1732527881.276664,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.2484684486429174e-73,0.0,280.5758591225108
1732527881.308874,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-3.671966025420343e-74,0.0,280.57045025766064
1732527881.342298,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.0799900074765725e-74,0.0,280.5650656823012
1732527881.376201,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-3.176441198460506e-75,0.0,280.5597053973317
1732527881.409479,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-9.34247411311913e-76,0.0,280.55436940366786
1732527881.443302,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-2.7477865038585688e-76,0.0,280.5490577022428
1732527881.477268,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-8.08172501134873e-77,0.0,280.54377029400615
1732527881.5108218,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-2.376977944514331e-77,0.0,280.53850717992543
1732527881.544736,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-6.991111601512734e-78,0.0,280.5332683609847
1732527881.577771,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-2.0562092945625692e-78,0.0,280.5280538381862
1732527881.611982,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-6.04767439577226e-79,0.0,280.5228636125491
1732527881.646262,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.778727763462429e-79,0.0,280.5176976851105
1732527881.679801,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-5.23155224547773e-80,0.0,280.5125560569255
1732527881.71294,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.5386918369052143e-80,0.0,280.50743872906696
1732527881.747133,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-4.525564226191807e-81,0.0,280.5023457026257
1732527881.780587,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.33104830182112e-81,0.0,280.49727697871106
1732527881.814667,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-3.914847946532706e-82,0.0,280.4922325584506
1732527881.847716,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.1514258666272659e-82,0.0,280.4872124429903
1732527881.881672,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-3.3865466665507814e-83,0.0,280.4822166334948
1732527881.915516,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-9.960431372208176e-84,0.0,280.4772451311478
1732527881.948639,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-2.929538638884756e-84,0.0,280.47229793715144
1732527881.981954,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-8.61629011436694e-85,0.0,280.4673750527272
1732527882.0163789,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-2.5342029748138028e-85,0.0,280.4624764791158
1732527882.05058,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-7.453538161217067e-86,0.0,280.45760221757695
1732527882.083054,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-2.1922171062403132e-86,0.0,280.4527522693905
1732527882.117208,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-6.447697371295037e-87,0.0,280.4479266358552
1732527882.150881,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.8963815797926574e-87,0.0,280.44312531829024
1732527882.185067,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-5.577592881743112e-88,0.0,280.43834831803434
1732527882.217,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.6404684946303265e-88,0.0,280.43359563644657
1732527882.251046,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-4.82490733714802e-89,0.0,280.42886727490605
1732527882.284823,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.4190903932788282e-89,0.0,280.42416323481234
1732527882.3190231,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-4.173795274349493e-90,0.0,280.4194835175856
1732527882.353842,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.2275868453969102e-90,0.0,280.4148281246669
1732527882.3875048,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-3.6105495452850275e-91,0.0,280.4101970575176
1732527882.421201,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.0619263368485371e-91,0.0,280.4055903176209
1732527882.454666,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-3.123312755436875e-92,0.0,280.40100790648046
1732527882.489255,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-9.186213986579044e-93,0.0,280.3964498256218
1732527882.522034,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-2.701827643111481e-93,0.0,280.39191607659154
1732527882.556864,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-7.946551891504362e-94,0.0,280.3874066609583
1732527882.5898392,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-2.3372211445601048e-94,0.0,280.38292158031237
1732527882.623107,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-6.874179836941485e-95,0.0,280.37846083626624
1732527882.656854,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-2.0218175991004375e-95,0.0,280.37402443045414
1732527882.6905441,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-5.946522350295402e-96,0.0,280.3696123645329
1732527882.724365,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.7489771618515888e-96,0.0,280.3652246401822
1732527882.75823,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-5.144050476034082e-97,0.0,280.3608612591034
1732527882.792354,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.5129560223629647e-97,0.0,280.3565222230218
1732527882.826019,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-4.44987065400872e-98,0.0,280.3522075336852
1732527882.859518,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.3087854864731525e-98,0.0,280.34791719286443
1732527882.893704,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-3.849369077862212e-99,0.0,280.34365120235367
1732527882.9238348,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.132167375841827e-99,0.0,280.3394095639708
1732527882.955969,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-3.3299040465936077e-100,0.0,280.33519227955753
1732527882.992921,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-9.793835431157672e-101,0.0,280.3309993509788
1732527883.027421,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-2.8805398326934314e-101,0.0,280.3268307801243
1732527883.06094,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-8.472175978510094e-102,0.0,280.32268656890733
1732527883.093365,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-2.4918164642676748e-102,0.0,280.31856671926585
1732527883.127806,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-7.32887195372845e-103,0.0,280.3144712331625
1732527883.16122,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-2.155550574626015e-103,0.0,280.31040011258415
1732527883.195872,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-6.33985463125298e-104,0.0,280.3063533595429
1732527883.2292218,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.8646631268391122e-104,0.0,280.3023309760757
1732527883.263426,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-5.484303314232681e-105,0.0,280.2983329642448
1732527883.2979012,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.613030386539024e-105,0.0,280.2943593261382
1732527883.330935,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-4.744207019232423e-106,0.0,280.29031993749214
1732527883.364358,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.395355005656594e-106,0.0,280.28312254829984
1732527883.398311,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-4.103985310754689e-107,0.0,280.27594953938836
1732527883.432588,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.2070545031631432e-107,0.0,280.2688009130843
1732527883.465618,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-3.550160303421008e-108,0.0,280.2616766717407
1732527883.499788,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.0441647951238264e-108,0.0,280.25457681773753
1732527883.5338628,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-3.071072926834783e-109,0.0,280.24750135348035
1732527883.568217,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-9.032567431867005e-110,0.0,280.2404502814024
1732527883.6023412,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-2.6566374799608842e-110,0.0,280.2334236039632
1732527883.636502,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-7.81363964694377e-111,0.0,280.2264213236498
1732527883.669357,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-2.2981293079246382e-111,0.0,280.2194434429765
1732527883.703542,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-6.759203846837176e-112,0.0,280.2124899644852
1732527883.7372842,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.9880011314226977e-112,0.0,280.20556089074483
1732527883.771717,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-5.847062151243222e-113,0.0,280.1986562243529
1732527883.805013,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.7197241621303612e-113,0.0,280.1917759679342
1732527883.839684,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-5.05801224155988e-114,0.0,280.18492012414225
1732527883.873613,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.4876506592823188e-114,0.0,280.1780886956584
1732527883.907441,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-4.37544311553623e-115,0.0,280.17128168519287
1732527883.9431412,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.286895033981244e-115,0.0,280.1644990954842
1732527883.978585,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-3.7849853940624785e-116,0.0,280.1577409293001
1732527884.010728,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.11323099825367e-116,0.0,280.15100718943677
1732527884.0446022,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-3.274208818393148e-117,0.0,280.14429787871984
1732527884.078442,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-9.630025936450433e-118,0.0,280.1376130000045
1732527884.113305,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-2.832360569544245e-118,0.0,280.13095255617475
1732527884.147297,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-8.330472263365426e-119,0.0,280.12431655014467
1732527884.181385,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-2.4501389009898307e-119,0.0,280.117704984858
1732527884.2153869,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-7.206290885264209e-120,0.0,280.1111178632885
1732527884.249273,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-2.1194973191953536e-120,0.0,280.10455518843975
1732527884.283478,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-6.233815644692217e-121,0.0,280.09801696334597
1732527884.317641,"(0.8, 0.0, 1.0, 0.9, 20)",0.09999999999999996,-1.8334751896153561e-121,0.0,280.0915031910712
